Latitude,Longitude
31.94216,67.77206
-8.18812,15.37495
45.58693,20.56421
25.28194,110.28639
39.17066,-76.52663
43.76408,7.48207
50.82838,-0.13947
22.6617,78.34227
14.5962,120.3928
44.35496,10.50706
14.26667,33.76667
37.48528,48.30444
-25.02306,32.64806
40.41667,20.13444
41.50306,26.52972
24.94248,67.30602
48.5,11.5
33.28067,-87.1375
42.03482,20.94035
34.73135,33.33742
40.17982,-76.17884
52.98329926,22.25
29.2827,102.902
50.82928,6.90499
11.65331,13.41787
45.13503,4.94962
-33.03268,137.56483
-1.52331,28.78341
45.8,15.35
34.47778,74.15278
11.78528,42.88444
-0.03109,109.32199
46.16278,16.8275
-1.32467,36.79146
34.89972,113.65333
45.00722,43.34944
-37.814,144.96332
42.34836,-87.88424
51.5075,7.12283
44.84566,18.85383
40.68427,-74.63571
39.86761,-75.09462
38.51033,-86.79861
36.76667,31.38889
-43.25,-65.30000305
14.75,-84.25
36.11777,68.71204
31.35,115.95833
34.20195,72.05254
17.65319,-99.52607
47.50561,8.59406
39.87544,38.11358
0.50463,29.42642
50.33933,4.28604
-4.45308,39.10774
13.85000038,44.91669846
-85.62210083,32.34379959
43.80096,87.60046
51.9006,34.7079
34.41361,114.18722
16.13339,43.27439
46.03332,11.72377
39.8946991,22.18860054
32.41667,35.11667
-19.15,178.1
51.37,6.16806
7.57944,-8.53778
28.22107,61.21582
33.83599854,-79.04779816
28.67384,82.26652
27.39947,95.31249
-14.06529999,-75.73079681
-25.96529961,32.58919907
35.80537,-94.76745
24.81022,88.92582
6.10378,-9.82093
44.06913,-92.75575
12.41984,120.98931
47.25288,-122.44429
34.04473,70.69974
6.53995,101.28128
19.47940063,-99.23829651
33.53347,-82.12345
-30.11189,152.91524
40.43094,29.15969
30.66667,73.1
3.43601,32.58291
51.83417,5.59722
35.03798,68.82235
36.13669968,2.91305995
51.23333,51.36667
49.33330154,10.41670036
32.99846,-94.63076
-7.93222,110.31972
59.35667,24.05306
35.3632,48.2766
28.0,3.0
37.18333,138.25
42.68694,21.07028
36.76775,2.95924
40.90639,69.63833
8.22056,43.55722
22.51409,91.45491
22.07639,92.04955
40.81669998,14.61670017
40.70621,-73.61874
35.50173,66.50637
9.6053,3.94101
-12.25,-38.5
46.46111,15.32798
34.54905,65.71577
54.08816,23.24521
52.96811,11.15397
54.0658,54.9468
51.44162,0.14866
37.69344,43.41946
7.6824,81.7334
49.68333,18.35
45.95631,14.23976
5.32327,-4.03696
34.61036,67.00831
-17.36667,178.15
40.5434,-79.16226
40.61282,-89.45926
7.48333,81.76667
41.55639,69.48889
-1.78349,40.11972
35.65127,-78.83362
42.5001,-70.85783
35.61376,36.56449
-9.23333,33.61667
31.71111,113.36306
41.22232,-73.0565
48.02148,106.88751
33.68906,-78.88669
61.11514,10.46628
17.13330078,97.83329773
51.04801,31.88688
-5.68333,30.68333
54.25,-6.5
48.26757,19.82473
40.65333,35.83306
17.90941,101.67054
6.8713,80.6
43.61062,-73.17983
-2.59667,29.73944
15.39864,39.07626
35.66341,-89.73897
38.02381,14.44142
22.47292,70.06673
42.665,20.77056
43.15729,-75.33267
27.3469,87.16919
48.96203,2.53253
42.84284,45.75415
45.47885,133.42825
9.43,-82.52
42.86361,22.68111
47.85637,12.12247
32.67208,-97.26918
35.48871,-82.98875
53.38297,-1.4659
57.15222,65.52722
48.35,16.33333
37.43289,-81.58455
-4.76667,12.55
-13.3,-176.2
53.48559,18.66792
34.11988,72.46987
28.76234,0.03297
24.58921,94.06386
33.94250107,-118.4089966
64.42289,-173.22641
40.91339,-77.77833
26.64986,49.95223
14.0,-61.0
49.79972,8.99944
42.19182,46.31981
48.52961,12.16179
27.69135,115.89346
-4.31202,28.94734
43.55749893,19.07110023
21.68747,100.05564
38.72382,69.3202
35.04140091,32.90140152
53.8879,40.4788
51.73504,39.14961
40.6976,-74.2632
7.33991,-2.32676
42.17826,41.66274
46.19439,6.23775
40.08702,-79.7506
43.41667,28.16667
28.58919907,112.3280029
-24.65451,25.90859
3.369499922,97.70839691
-2.1896,115.6313
35.24000168,-3.930000067
28.03446,-80.58866
-14.8775,37.02056
8.18862,77.7067
40.08238,49.41205
45.73389,18.41556
42.68333,23.25
38.88980103,-77.0089035
9.75603,17.79903
21.9666996,96.41670227
44.16667,52.11667
41.63732,-73.93792
-6.25838,17.88723
35.65,111.0
37.32225,-6.05863
32.60795,70.91142
35.84002,-107.32616
15.61867,-16.22436
13.71667,-60.95
30.43295,63.31738
54.9,23.9
32.45612,-114.77186
-9.46667,147.18333
33.94595,72.41124
56.879,62.7435
14.8824,5.3608
36.28390121,120.0029984
15.07,39.0475
20.82318,71.03795
9.6316,80.1508
42.72613,-87.78285
40.68149,-73.39984
21.23333,81.63333
25.8051,-109.03858
-7.78278,110.36083
43.26639,16.59334
33.68787,74.07667
34.31457,67.90148
44.05207,-123.08675
7.41806,124.41083
35.04339981,46.35649872
33.22393,71.50559
32.9,115.81667
31.36667,73.4
55.37361,23.12167
38.47255,-90.8868
32.0868988,-82.11789703
33.90024,68.65352
32.56018,-80.27982
54.65338,-5.66895
59.42556,25.10361
29.97421,48.47309
42.23189926,21.25939941
46.68333,21.1
16.43333,107.63333
48.92876,16.08
6.26116,100.19644
-8.51719,179.14478
33.06669998,35.65000153
47.7928,18.74148
31.50545,65.36893
38.81195,-94.5319
42.95545,17.81376
43.88035,-72.36787
40.6851,-73.7018
45.97167,28.98639
41.65726,-87.68005
36.01036,-84.26964
49.98333,7.3
50.51022,13.25134
36.961,66.81299
32.06167,118.77778
25.5879,109.525
36.5214,44.26183
41.00038,-73.93041
33.24926,129.95763
44.43225,26.10626
19.16023,77.31497
36.50478,1.22559
30.3538,-91.26539
35.57244,8.67031
34.0143013,-86.00659943
-15.40579987,-73.19139862
27.37265,94.27949
9.86667,37.98333
52.26896,20.98644
45.23687,8.0146
33.17568,68.73045
46.0637,13.24458
7.68333,-74.46667
36.0628,-106.11947
42.4325,41.80331
12.0,-83.75
44.91625,10.43998
31.8966,35.17048
38.06909,-122.80694
44.30868,10.57245
51.93333,31.9
58.3927,42.1013
32.29989,64.88378
42.20667,42.19917
41.48565,-73.23789
28.50309944,121.8050003
31.18356,-81.34982
48.96822,-54.59064
37.27069855,-76.70749664
43.02809906,-73.3812027
18.3328,120.6177
40.07015,44.07476
-3.659719944,30.01390076
37.86202,-84.66161
43.12286,17.8517
27.3863,114.61018
33.8,2.86514
47.36667,20.16667
52.73679,15.22878
38.04139,114.47861
32.4,52.68333
14.05000019,-88.69999695
0.61667,32.83333
34.72682,36.72339
48.65511,-122.21294
53.25209,34.37167
21.7125,-102.09889
49.35912,66.45455
44.70857,18.88195
48.025,-98.11705
-2.989,29.6237
54.90000153,75.75
34.98493,71.43418
15.6425,105.18286
26.41229,-97.78972
43.74250031,18.40970039
-10.75,-66.23333
42.61118,41.76206
13.44639,-16.67444
45.9635,14.29484
35.97919846,4.191669941
-3.8348,120.341
41.99646,21.43141
46.23960114,-119.1009979
-0.48193,15.89988
7.19083,124.53028
42.03340149,-87.73339844
56.18330002,36.98329926
13.7833004,109.1169968
48.13989,37.74255
1.366700053,103.8000031
42.86509,-71.37395
32.51888,69.78658
41.89193,12.51133
18.25,-77.18333
35.16034,33.4986
38.02524,23.78257
41.67976,-87.49449
36.97798,44.19618
31.33071,-109.54876
54.53263,9.82365
33.95127,-80.96092
42.82647,-73.96429
25.52265,96.71218
30.71008,64.10792
57.283,55.4589
48.65,1.83333
33.51667,6.95
31.30694,34.35723
17.01667,-61.83333
7.66638,-76.68106
37.20678,67.21105
48.96523,1.87314
40.61832,47.15014
38.52366,-90.33845
37.20000076,21.79999924
40.87014,48.38182
-19.75562,27.76508
16.88917,42.55111
44.04861,43.05944
13.72889996,123.1210022
-6.7701,110.8053
48.68330002,1.100000024
34.95130157,-92.38089752
39.56555,-94.44801
20.02470016,-75.82189941
17.01207,43.94665
43.29469,-2.25341
11.2985,18.6494
52.20487,21.55663
59.71417,30.39642
42.98861,81.38
38.04056,125.71472
47.99974,6.86499
11.42617,104.78106
51.30222,-2.32472
42.31678,-82.98314
-3.22365,30.29645
54.40105,19.96147
-12.1642,96.87332
25.03889,102.71833
42.76564,-73.23594
40.21321,98.98489
28.93831,-82.47343
-8.10303,156.84186
9.99435,-11.77201
26.62566,128.18236
45.07021,7.52658
26.55695,31.69478
40.07178,-74.0543
5.41123,100.33543
38.08000183,46.29190063
41.48581,13.82835
44.78221,-88.60899
-2.90806,11.96722
-34.04999924,-60.11669922
44.94309,34.19727
37.15222,127.07056
15.54798,37.88291
25.12163,62.32541
45.11528,17.51639
43.13365,46.1934
5.73799,10.18119
-34.96667,-54.95
43.275,44.91278
27.85,112.9
36.38753,-98.08979
-7.1,109.01667
-24.62694,25.86556
52.03394,20.95061
40.54569,140.72183
32.90941,45.06359
43.99611,19.90694
41.90037,-74.82822
37.74675,126.69273
39.97650146,-76.58409882
41.14676,-73.49484
40.91758,-77.04775
32.73569,-97.10807
7.31431,8.51579
40.25170135,22.06310081
35.22709,-80.84313
29.8019,76.39667
36.13333,-5.35
38.58157,-121.4944
20.65776,-74.95075
-8.69414,15.69981
42.64258,-73.7429
31.61141,64.46996
-23.865,35.38333
15.78362,120.49848
15.21420002,120.5810013
40.51670074,21.26670074
41.73397,45.33149
23.00107,113.077
31.9038,103.547
35.125,33.95000076
34.7393,46.4693
16.89639,-15.75611
53.31625,13.86261
43.78861,16.58861
37.45127,116.31046
8.416669846,-10.83329964
18.4455,-66.6349
43.82222,19.30861
28.56277,58.11239
43.01405,46.10738
40.32844,-74.79072
32.85301,35.1987
-6.0,155.0
39.57361,-96.03194
7.06667,124.65
34.39737,73.85826
43.64333,21.87111
54.66667,-5.9
46.80694,16.25417
12.08329964,99.01670074
3.05,101.76667
48.39279,10.01112
39.79899979,-76.29109955
51.12382,-0.0061
37.3532,49.2745
7.9803,49.8164
34.08885,69.23624
29.59577,-90.71953
39.59806,125.60972
33.6,73.06667
40.87389,-73.82944
31.21564,29.95527
35.64625,0.77796
29.25637,80.66377
0.79065,127.38424
35.44862,7.95184
44.55058,18.4568
29.43965,71.57743
27.21731,77.49009
-38.10793,144.33839
22.01921,-78.70365
37.76977,-88.77117
36.05701,103.83987
45.4256,0.94852
38.05371,-81.80568
20.25806,-101.41056
16.81964,97.5909
-7.0714,110.4253
48.07129,27.40124
46.22472,34.64031
33.21847,63.58727
26.07504,76.70593
26.61944,114.63028
36.3646,116.879
42.88645,-78.87837
18.08163,-67.0449
57.51287,24.71941
31.32556,75.57917
-3.33984,128.91975
-23.43389,-45.07111
48.66077,22.26185
38.5818,46.3797
44.5647,27.3633
40.45979,-78.59168
35.45,139.46667
41.61863,35.30275
9.88333,106.3
43.2,-8.75
40.74427,-73.48207
25.90833,105.5
40.12917,124.39472
40.28613,34.76297
36.16469955,1.334720016
41.81807,43.40756
42.40785,-77.22359
7.416669846,81.78330231
41.27954,-72.8151
23.11792,105.14159
40.65788,-73.83625
24.81978,118.57415
-26.41670036,27.43330002
48.63328,38.37804
46.38333,25.83333
20.89921,94.81784
36.4056,36.01996
33.21509933,-87.54669952
-8.53212,25.8947
55.86515,-4.25763
44.92543,25.4567
26.36892,89.85923
56.14733,44.19787
29.11942,81.14357
47.96521,19.3378
-7.71667,-38.4
55.3358,28.3799
-33.96670151,25.58329964
39.37303,22.94271
8.01667,81.48333
4.16667,11.53333
49.65933,15.75565
39.03483,-76.90747
36.3209,41.87656
37.57556,41.84722
40.16147,-79.02892
47.29645,8.7737
47.35666,31.23488
37.30716,43.4541
36.05423,-85.51664
5.1427,97.2244
27.18629,-81.8521
46.40413,-108.5493
36.74086,24.43623
43.73825,18.56564
37.35133,-122.10052
40.41669846,23.5
31.98581,65.47631
32.15242,35.25659
31.52838,35.11897
6.910250187,122.0719986
60.1,17.2
25.79070091,-80.12999725
9.75,80.01670074
-17.0,-65.0
18.98333,-72.58333
50.93461,1.7988
-18.98859978,32.73419952
31.65,35.16667
13.36079979,121.1800003
44.13778,5.95722
35.83110046,14.47420025
-17.41670036,-67.13330078
22.95000076,-14.68330002
24.95139,14.64861
26.46146,-80.07282
18.23427,-72.53539
1.45333,14.16861
36.5033,73.9881
52.14583,4.40278
35.93062,36.63393
11.98330021,107.5169983
40.74586,-74.49919
43.15478,-77.61556
19.35993,-99.29388
40.84985,-73.86641
40.84093,-74.30182
-31.93333,116.05
45.255,17.38306
40.35535,-80.0495
35.77130127,-78.63610077
13.0,25.0
43.35833,88.32004
9.46694,125.57722
51.98,5.91111
24.11028,52.73056
43.16667,-2.56667
35.80693,67.28915
38.98333,21.68333
-18.7,-64.1
21.64673,110.28172
14.54402,45.90968
47.9959,7.85222
29.4963,60.8629
6.0,12.5
7.7102,81.6924
6.0,12.0
42.65060043,18.09140015
25.31668,83.01041
44.79674,-68.76142
20.36669922,106.25
11.84962,-86.19903
52.27955,20.9317
46.55459,10.78042
26.9531,87.22445
15.94333,48.79333
43.00201,-75.97686
31.64914,65.61299
52.33049,-0.18651
46.59001,-94.21982
6.98008,2.6649
30.20019913,-102.1669998
36.10708,-80.427
32.85777,69.13957
35.5367012,44.83190155
30.33218,-81.65565
50.1,8.5
33.57167,114.03528
34.95271,69.79543
45.80079,9.08065
48.85692,72.83598
0.8755,124.0098
50.63373,5.56749
-2.050559998,130.4100037
26.2549,70.38049
23.0666,104.033
68.69569,15.40498
33.41293,69.37373
33.58459,69.21323
22.19073,69.96351
33.82226,-111.9182
23.04156,84.54397
-3.7981,29.8079
-0.39361,31.10361
34.57647,72.21852
53.32498,-3.83148
50.45943,19.07092
44.24440002,17.62109947
42.57554,-95.71751
26.61202,84.59149
65.99389,57.52806
37.40809,58.56264
4.64496,7.8204
39.28198,41.71998
44.60639,17.85972
40.52939987,72.79000092
41.17361,26.35499
51.63944,-2.16222
48.0,-4.099999905
18.52806,-72.35972
48.17277,12.22957
48.25,16.41667
35.01443,71.48207
36.54375,31.99982
40.20011,-74.02792
45.31575,20.91468
47.92911,-113.84482
31.83268,36.81531
23.67953,84.73908
52.62366,38.50169
9.17056,42.12833
34.16533,-84.80231
43.78469849,19.29920006
37.86669922,57.79999924
51.62079,-3.94323
2.61067,33.13938
35.25968,-118.91427
19.98999977,104.6320038
34.59669876,43.67689896
51.46979,15.39985
37.08706,-81.85512
-19.93333,-65.56667
39.63651,-74.80239
34.7385,-77.5083
20.48174,92.75555
39.74761,-75.31047
40.74039841,-75.30960083
42.34422,-79.30949
18.25,-77.5
37.79209,26.7049
40.87809,-88.86118
45.46667,15.55
-6.16583,106.43889
8.94417,125.50194
12.5546,123.3389
22.73379,95.941
51.79917,143.13871
36.82343,66.8213
38.50354,37.63888
42.90006,-78.49197
9.649999619,80.15000153
34.86691,72.3584
36.87818,10.32466
12.10000038,-86.46669769
49.414,20.71629
40.57639,29.22472
-28.77341,20.6147
60.46667,26.91667
40.56233,-74.13986
33.61891,-117.92895
41.655,19.93
42.51667,-7.78333
28.07082,66.44329
32.54671,44.22765
12.87412,11.0399
33.53335,47.60999
-2.4691,29.5946
50.2334,16.37801
40.68149,0.46342
43.45257,-75.5074
34.13106,71.08221
16.03333,43.96667
43.51731,-70.37755
51.62073,-1.10979
40.9375,20.12278
39.64449,-86.86473
53.25,0.18333
36.85,37.01667
28.7076,98.668
20.90611,-101.42917
16.43333,-93.79528
46.51670074,11.36670017
13.33948,45.29554
43.29999924,5.400000095
31.72099,-116.57184
41.10009,-75.35879
41.54281,-87.68477
36.76309967,3.050559998
18.97654,-99.34279
35.87030029,128.5910034
39.43030167,21.52389908
27.24417,111.47389
22.99336,112.93414
11.2939,123.7418
63.0625,-149.5720062
45.70833,19.66528
31.7866993,121.1409988
39.39584,-101.05238
-3.9578,29.4571
-3.6016,29.7599
-3.3529,29.3704
40.94454,-72.62704
30.08521,-97.84028
32.48924,57.39827
39.98477,49.43212
68.1432,33.25287
4.75,38.81667
33.50623,68.37906
37.00972,37.79417
36.58667,119.86417
53.6814003,23.81469917
41.16417,20.62333
43.20000076,25.54999924
52.3,4.75
30.10731,66.96555
-7.0248,111.0309
22.15778,113.55972
34.74649811,-92.28959656
1.31194,103.79333
0.22272,42.76642
24.4539,105.39
38.58949,27.98743
30.421,112.8919
51.7905,24.074
27.66667,113.5
33.84757,70.43857
54.1004,87.32084
-12.26667,17.21667
33.38325,71.33858
7.72136,99.8843
56.24143,43.45539
24.10076,78.09061
55.53333,113.55
41.79922,-85.41915
5.5051,95.2613
42.67476,47.23415
-7.4002,108.594
13.3663,-4.0474
28.63627,119.93387
-16.23333,-62.43333
41.88330078,-8.850000381
16.69117,98.523
17.2833004,100.6500015
-34.43627,148.46418
30.64609909,-81.79149628
33.69333,68.28113
44.41729,17.08288
52.22762,16.36534
-38.0,-57.54999924
24.5557003,-81.7826004
32.86105,69.36117
50.42471,14.59994
40.15732,-76.3069
14.28093,103.8716
-8.18028,-35.00139
31.88137,72.37615
36.72544,3.55665
43.11444,-89.65568
44.19589,23.47812
49.13995,9.22054
3.43483,27.48127
14.90696,-92.26185
43.03219,-106.98728
-34.3135,148.30107
35.49171,-105.67529
30.22396,62.22336
52.06167,17.23952
31.31690025,46.09249878
-12.66667,15.01667
43.16296,13.72274
-6.70111,-79.90611
48.02612,38.77225
34.86365,72.25185
43.49618,18.11545
36.9375,38.40917
53.2322,10.87481
31.3224,-92.4343
42.25842,-72.57453
4.28318,20.58051
54.49498,11.2117
5.072,97.5227
34.11335,139.50183
21.07417,-102.135
35.09338,36.89699
2.3385,42.2843
50.23685,136.88136
33.72148,73.04329
40.84816,-73.99764
25.75,85.75
51.0,9.0
58.95972,22.53739
28.4556,81.27706
39.70494,116.46837
33.57073,65.12617
32.77149963,-89.11669922
40.13509,-76.85969
35.34579849,33.125
45.73333,16.08333
34.05889893,-118.2770004
23.95892,89.87459
3.0,42.0
23.76670074,90.40000153
32.8802,72.4666
-8.06859,22.18373
-7.26333,110.3975
12.69848,105.39704
44.66978,-70.5934
34.41329956,-119.8610001
34.08232,-92.65377
44.42667,18.03778
52.54682,19.70638
-0.99728,100.39403
17.49952,-88.19756
-33.20059,27.11385
25.9023,91.87694
42.37982,-71.28172
41.11482,-74.14959
-3.424999952,29.93330002
11.93114,7.41115
17.29484,-62.7261
36.09590149,-84.44239807
43.05417,17.64833
30.8949,50.0931
9.494170189,76.32749939
47.24659,-116.04877
33.86439896,35.51860046
-21.5,165.5
45.61685,-61.34853
-18.61667,17.16667
16.57167,-97.03333
18.63028,-90.98361
34.19731,-118.64398
52.9821,84.6757
45.61039,-122.70343
43.59999847,39.7303009
8.82631,-12.08893
43.29276,5.57067
42.46676,-70.94949
19.86766,97.00668
33.93694,35.84167
25.93315,-80.16255
5.00872,-1.63011
50.25,110.6999969
4.94632,27.27462
32.49728,35.49632
40.66285,46.52352
14.0969,5.2741
33.25249863,35.46530151
22.94028,-80.00861
52.74926,35.73124
41.27093,-73.77763
35.16813,-2.93352
14.58084,-91.46135
39.95111,20.09778
53.9,27.56667
-6.82417,107.99333
-10.45442,161.92045
33.78038,-84.33604
42.58333,24.88333
44.42591,-69.00642
42.74314,-71.59174
45.54,18.77361
22.00449,96.16335
-4.43333,144.81667
40.9126,-73.83708
26.32569,127.8928
3.03333,101.45
38.78158,37.3106
-6.2349,106.9896
43.79793,18.38847
37.22871,55.60317
44.93387,-88.73955
-2.58333,30.98333
53.20000076,13.14999962
40.4822998,-78.55169678
34.33345,-82.3879
0.35171,-78.12233
-22.88333,-43.10361
47.47021,-115.80183
-3.9279,29.992
33.46397,36.32075
30.05,121.14944
8.098059654,-76.73169708
40.69929886,-74.03929901
50.83088,-0.1672
10.5,104.8669968
33.87083,35.96806
36.77113,66.43051
47.90934,19.87819
55.4624,29.9845
42.4601,-76.48776
49.0,0.0
32.43403,64.47992
38.72088,-90.29734
17.30858,97.01124
-6.44222,38.90422
64.15000153,-21.95000076
34.14958,68.69968
14.865,120.95722
45.75,126.65
50.41694,25.73432
34.86974,-111.76099
42.38028,20.43083
33.46965,68.92596
46.29048,11.45862
17.09567,96.22056
46.47747,30.73262
39.01732,111.12674
18.76595,110.40928
37.64707,120.5227
33.5368,-83.08099
33.30830002,44.18500137
34.71962,11.24125
44.53278,17.1575
28.06383,73.11893
-8.26231,21.07304
24.71181,90.20433
29.64088,78.18775
34.25807,-88.70464
48.86641,3.16269
33.19806,35.22861
44.39982,131.14775
-42.87936,147.32941
34.73919,-112.00988
40.69439,-111.96466
26.31841,-80.09977
35.78125,-80.86674
-34.01667,-63.85
49.83833,18.55471
36.06669998,136.2169952
29.503,90.103
-3.3277,29.7043
41.24006,-81.44067
48.57442,19.15324
36.02569,45.15989
55.91797,39.17242
41.02343,-74.06653
36.36500168,6.614719868
42.9536,-96.90449
34.91669846,33.01670074
43.91669846,10.89999962
52.97736,19.0203
36.09944,114.32889
-2.616669893,141.0169983
34.40036,69.3714
24.25088,55.79312
1.53741,103.65779
53.7557,87.1099
14.48333,-89.01667
36.91876,34.8784
-17.43333,19.96667
31.34219933,74.36530304
34.15418,-117.34421
9.6959,80.023
32.14909,-81.16317
34.50139,126.89611
12.66686,9.22828
38.31205,70.84388
40.765,20.38361
11.4748,122.6972
26.15722,59.58667
37.37116,-87.57973
31.16368,35.76204
22.58329964,88.41670227
33.16389847,35.65919876
46.35374,6.16603
46.87105,-89.31403
-0.75,37.0
65.73489,150.89429
46.28402,6.16166
-4.3,29.94167
42.90339,-78.75475
-5.816669941,13.44999981
27.55668,77.79017
16.25729,43.32868
36.3889,59.3006
32.75668,12.57159
49.54152,15.35932
36.99692,49.87162
35.75647,-83.97046
-4.69591,28.64744
33.65983,-85.83163
56.81648,-5.11208
22.61626,120.31333
38.97364,-92.74324
25.39554,68.34174
38.98333,141.11667
-0.416667014,36.95000076
42.5637,76.65932
0.016666999,37.06669998
-5.05589,39.72938
34.38189,74.17244
34.78609,67.89624
39.11935,27.0155
43.63769,-79.9797
7.93333,124.28333
50.21306,-5.29731
-33.41669846,-70.73329926
43.38056,-80.1325
8.98797,16.43768
46.82333,16.33417
31.44339,50.65538
35.91133,65.02705
12.0,-61.79999924
43.36175,-70.47672
43.37135,-8.396
8.93333,80.01667
15.7166996,108.0999985
45.0428009,41.97330093
32.06169891,118.7779999
26.4455,60.0476
59.85189,30.03611
45.45108,34.78812
30.42657,71.79949
32.76390076,120.2689972
43.7028,45.24154
34.92915,43.48878
41.46360016,44.81079865
40.52930069,-75.2963028
40.09114,44.40453
42.3,69.6
35.57529831,53.39419937
42.23939896,21.0272007
-30.02529,30.8613
-3.37694,37.63779
44.10639954,19.2968998
-25.45955,-49.53014
33.50988,36.30945
52.51868,-1.9945
34.23222,132.56658
1.23944,30.82139
4.883329868,-1.75
39.75887,-104.42746
32.54355,59.18655
42.52167,21.12583
53.9075,74.2375
42.64305,41.64327
12.13333,38.05
56.83324,13.94082
51.03741,36.73252
33.83610153,35.55189896
40.42899,-74.86767
55.45,65.33333
40.68565,-76.1955
-8.050000191,-34.90000153
41.72059,-87.70172
40.86173,-80.28645
-25.09389,33.45389
29.6794,-95.97718
28.78669,51.43565
45.65282,-70.26618
41.64844,-70.48114
34.39970016,35.89360046
30.94989967,-91.40899658
40.58899,-73.62541
49.50105,21.31838
35.46756,-97.51643
39.94734,-75.06656
38.56762,-77.32804
24.72843,88.17072
36.81178,-81.79207
39.66678,-75.70021
4.142,-73.62664
46.35802,-94.20083
37.70761,-81.25066
40.25920105,-96.78859711
31.64999962,35.13330078
27.70511,85.33543
35.59667,116.99111
54.7,-7.6
20.01670074,105.8830032
2.9,11.15
31.47688,46.28457
40.15179825,-75.07240295
42.10165,-92.82048
10.64688,4.88661
23.48167,57.28825
55.25,24.75
5.11667,40.65
48.25897,16.36448
31.17219925,62.07080078
-2.67408,141.30284
18.47116,-77.91883
36.30970001,36.50559998
16.82855,43.42979
1.28626,-78.83514
33.9276,49.4116
35.55222,51.23504
30.1,86.41667
48.62988,38.54806
11.49917,-72.36278
8.89611,46.1675
9.88361,-13.60083
53.36669922,-1.5
31.03608,35.46544
36.87501,38.65228
10.33329964,7.75
36.22675,44.76106
31.76428,34.9997
57.51667,26.58333
44.55023,4.41519
51.59999847,-0.066666998
45.61667,22.95
45.33333,122.78333
33.12316,63.45532
26.72918,33.93651
40.8946,68.3643
40.7126,-74.0832
14.42907,109.0156
38.41883,27.17168
39.73944,44.82806
-8.10185,30.34613
38.76771,-9.19935
35.79154,-78.78112
48.11121,5.14134
44.18455,19.33085
5.52627,7.48959
37.65279,22.76369
-10.78119,-76.98645
14.31222,121.11139
31.96351,-83.78239
45.38052,-94.71195
26.03333,50.55
-5.75123,12.44092
34.22840118,-92.00319672
33.41667,75.2
26.38330078,86.33329773
24.18746,115.6407
35.1125,112.26694
18.89972,-102.23417
56.03606,12.6136
1.61667,111.46667
36.17177,67.40195
9.603329659,105.9800034
38.91667,21.78333
42.15843,-72.49953
12.84064,5.37993
47.91669846,17.16670036
-29.79999924,30.64999962
32.30863,61.38765
38.6364,26.51094
40.21238,46.82086
48.79565,2.30796
28.03861,106.32806
42.23792,43.55264
36.11667,0.32278
42.73738,-8.63448
36.70100021,45.1413002
