"","code","src_actor","month","tgt_actor","country_code","year","id","source","date8","src_agent","latitude","src_other_agent","geoname","quad_class","source_text","root_code","tgt_other_agent","day","target","goldstein","tgt_agent","longitude","url"
"39","152","ISR","11","SYR","ISR","2017","59fcd12ede79231951517a9d_3","ISRMIL","20171103","MIL","31.76904","","Jerusalem Jerusalem",4,"wn_politics","15","","03","SYR",-7.2,"","35.21633","https://article.wn.com/view/2017/11/03/Israeli_army_says_ready_to_help_Druze_under_attack_in_Syria_s/"
"40","152","ISR","11","SYR","SYR","2017","59fcd5b7de79232191517a7b_1","ISR","20171103","","35","","Syrian Arab Republic ",4,"wn_world","15","","03","SYR",-7.2,"","38","https://article.wn.com/view/2017/11/03/Israeli_army_says_ready_to_help_Druze_under_attack_in_Syria_e/"
"41","152","ISR","11","SYR","SYR","2017","59fcd5c1de79232198517a83_1","ISR","20171103","","35","","Syrian Arab Republic ",4,"wn_politics","15","","03","SYR",-7.2,"","38","https://article.wn.com/view/2017/11/03/Israeli_army_says_ready_to_help_Druze_under_attack_in_Syria_u/"
"42","151","USA","11","JPN","USA","2017","59fce3c7de79233ad5517a77_1","USAMIL","20171103","MIL","20.75028",""," Hawaii",4,"wn_asia","15","","03","JPNMIL",-7.2,"MIL","-156.50028","https://article.wn.com/view/2017/11/03/North_Korea_accuses_gangster_America_of_practicing_nuclear_a/"
"43","152","LBN","11","PHL","AUS","2017","59fce871de792342df517a71_1","LBN","20171103","","-33.86785","","Sydney State of New South Wales",4,"wn_mideast","15","","03","PHL",-7.2,"","151.20732","https://article.wn.com/view/2017/11/03/Australian_teenager_arrested_in_Lebanon_on_suspected_Isis_li/"
"44","154","USA","11","USA","USA","2017","59fced2ede79234b80517a7f_5","USA","20171103","","28.53834","","Orlando Florida",4,"sfgate_national","15","","03","USA",-7.2,"","-81.37924","http://www.sfgate.com/news/article/Small-plane-makes-emergency-landing-on-busy-12330632.php"
"45","150","","11","","NGA","2017","59fcf67bde79235bcf517a6f_3","---COP","20171103","COP","4.92675","","Yenagoa Bayelsa State",4,"nigeria_thepunch","15","","03","---MED",-7.2,"MED","6.26764","http://punchng.com/jonathans-nephew-shoots-two-during-masquerade/"
"46","151","USA","11","JPN","USA","2017","59fd12bcde79230ea7517a8b_1","USA","20171104","","37.13054","","Washington Utah",4,"wn_world","15","","04","JPNMIL",-7.2,"MIL","-113.50829","https://article.wn.com/view/2017/11/04/US_sends_supersonic_bombers_over_South_Korea/"
"47","154","MAR","11","MRT","","2017","59fd6bb0de79232dbb517a74_1","MAR","20171104","","",""," ",4,"menafn_morocco","15","","04","MRT",-7.2,"","","http://www.menafn.com/1096037161/Morocco--Moroccan-Army-Steps-Up-Activity-Along-Algerian-and-Mauritanian-Borders-Media-Reports?src=RSS"
"48","152","PHL","11","","PHL","2017","59fd7523de79233de7517a78_1","PHLCOP","20171104","COP","14.6042","","Manila National Capital Region",4,"phil_inquirer","15","","04","---EDU",-7.2,"EDU","120.9822","http://newsinfo.inquirer.net/942948/mpd-imposes-tight-security-at-ust-for-bar-ops-mpd-security-bar-ops-ust"
"49","150","","11","AUS","AUS","2017","59fd7e75de79234ebc517a78_1","---OPP","20171104","OPP","-37.814","","Melbourne State of Victoria",4,"dw","15","","04","AUS",-7.2,"","144.96332","http://www.dw.com/en/australia-rally-over-unsafe-conditions-for-manus-refugees/a-41234095?maca=en-rss-en-all-1573-rdf"
"50","150","","11","AUS","AUS","2017","59fd8325de792356be517a74_1","---OPP","20171104","OPP","-37.814","","Melbourne State of Victoria",4,"dw","15","","04","AUS",-7.2,"","144.96332","http://www.dw.com/en/australian-rally-over-unsafe-conditions-for-manus-refugees/a-41234095?maca=en-rss-en-all-1573-rdf"
"51","150","IRN","11","IRN","IRN","2017","59fd8c8dde79236776517a7e_1","IRNEDU","20171104","EDU","35.69439","","Tehran Ostān-e Tehrān",4,"wn_politics","15","PPL","04","IRNPPL",-7.2,"","51.42151","https://article.wn.com/view/2017/11/04/Nationwide_Student_Day_rallies_kick_off_in_Tehran/"
"52","152","USA","11","SYR","SYR","2017","59fdad76de79232350517a94_6","USAMIL","20171104","MIL","33.5102","","Damascus Damascus Governorate",4,"wn_world","15","","04","SYR",-7.2,"","36.29128","https://article.wn.com/view/2017/11/04/Lebanese_prime_minister_resigns_saying_his_life_in_danger/"
"53","152","","11","","NPL","2017","59fe0b47de79234aba517a91_6","---GOVBUS","20171104","GOV","27.70169","BUS","Kathmandu Madhyamanchal",4,"wn_africa","15","","04","---COP",-7.2,"COP","85.3206","https://article.wn.com/view/2017/11/04/Tanzania_prosecution_convicts_34_over_killing_of_albinos/"
"54","150","","11","","","2017","59fed90ade7923524e4ad336_6","---OPP","20171105","OPP","",""," ",4,"sfgate_bayarea","15","","05","---GOV",-7.2,"GOV","","http://www.sfgate.com/bayarea/article/Peaceful-anti-Trump-protest-aimed-at-shoppers-in-12332438.php"
"55","150","MYS","11","","MYS","2017","59fee257de792362f54ad31f_6","MYSGOVMEDMIL","20171105","GOV","2.5","MED;MIL","Malaysia ",4,"wn_asia","15","","05","---GOV",-7.2,"GOV","112.5","https://article.wn.com/view/2017/11/05/Heavy_Rain_High_Winds_Force_Malaysians_to_Flee/"
"56","150","IGO","11","","PHL","2017","59fee26fde7923630d4ad332_1","IGOSEAASN","20171105","","14.6042","SEA;ASN","Manila National Capital Region",4,"phil_inquirer","15","","05","---MIL",-7.2,"MIL","120.9822","http://globalnation.inquirer.net/161468/31st-asean-summit-security-preparations-quirino-grandstand"
"57","154","PHL","11","","PHL","2017","59fee724de79236b6f4ad32e_1","PHLGOV","20171105","GOV","14.6042","","Manila National Capital Region",4,"wn_world","15","","05","---COP",-7.2,"COP","120.9822","https://article.wn.com/view/2017/11/05/Philippines_deploys_60000_police_officers_soldiers_for_Asean/"
"58","150","ITA","11","ITA","ITA","2017","59fef9fade79230e804ad332_1","ITAPTY","20171105","PTY","41.89193","","Rome Lazio",4,"wn_europe","15","REF","05","ITAREF",-7.2,"","12.51133","https://article.wn.com/view/2017/11/05/Supporters_of_farright_Italian_party_rally_in_Rome/"
"59","152","PHL","11","IMG","HND","2017","59ff1153de792338384ad32c_5","PHLGOV","20171105","GOV","15.45","","Mindanao Departamento de Yoro",4,"wn_world","15","MUS;ISI;UAF","05","IMGMUSISIUAF",-7.2,"","-87.68333","https://article.wn.com/view/2017/11/05/Philippines_arrests_Indonesian_wife_of_slain_Islamist_milita/"
"60","151","USA","11","JPN","KOR","2017","59ff1a98de792348ea4ad320_2","USA","20171105","","37.566","","Seoul Seoul",4,"wn_asia","15","","05","JPNMIL",-7.2,"MIL","126.9784","https://article.wn.com/view/2017/11/05/Tangible_Benefits_Oman_Interested_in_South_Koreas_SelfPropel/"
"61","152","","11","","","2017","59ff28acde792361cd4ad321_1","---CVL","20171105","CVL","",""," ",4,"uk_telegraph_politics","15","","05","---COP",-7.2,"COP","","http://www.telegraph.co.uk/news/2017/11/05/burglary-victim-snares-intruder-scratching-get-dna/"
"62","150","PHL","11","","PHL","2017","59ff44cade792314f54ad329_1","PHL","20171105","","14.6042","","Manila National Capital Region",4,"philstar_headlines","15","","05","---JUD",-7.2,"JUD","120.9822","http://www.philstar.com/headlines/2017/11/06/1756189/new-group-backs-sereno"
"63","151","USA","11","JPN","USA","2017","59ff65bede79234f124ad33e_2","USAMIL","20171105","MIL","37.13054","","Washington Utah",4,"wn_world","15","","05","JPNMIL",-7.2,"MIL","-113.50829","https://article.wn.com/view/2017/11/05/Hundreds_urge_peace_in_antiTrump_protest_in_South_Korea_w/"
"64","151","USA","11","JPN","KOR","2017","59ff65bede79234f124ad33e_4","USA","20171105","","37.566","","Seoul Seoul",4,"wn_world","15","","05","JPNMIL",-7.2,"MIL","126.9784","https://article.wn.com/view/2017/11/05/Hundreds_urge_peace_in_antiTrump_protest_in_South_Korea_w/"
"65","151","USA","11","JPN","JPN","2017","59ffccc7de792307bc4ad32c_4","USA","20171106","","35.68536","","Japan ",4,"wn_world","15","","06","JPNMIL",-7.2,"MIL","139.75309","https://article.wn.com/view/2017/11/06/S_Koreas_ExMBC_Chief_Quizzed_Over_Alleged_Role_In_Past_Govts/"
"66","154","USA","11","KOR","KOR","2017","5a0009bdde792373b34ad326_2","USAGOV","20171106","GOV","37.566","","Seoul Seoul",4,"wn_world","15","","06","KOR",-7.2,"","126.9784","https://article.wn.com/view/2017/11/06/Trump_could_face_thorny_issues_on_South_Korea_visit_u/"
"67","150","IRN","11","","IRN","2017","5a00134ede7923058a4ad336_3","IRN","20171106","","35.69439","","Tehran Ostān-e Tehrān",4,"wn_politics","15","","06","---OPP",-7.2,"OPP","51.42151","https://article.wn.com/view/2017/11/06/Motives_behind_Trump_s_systematic_unilateral_decisions/"
"68","150","","11","","","2017","5a0017b7de79230db64ad31e_4","---CVL","20171106","CVL","",""," ",4,"pakistan_thenews","15","","06","---COP",-7.2,"COP","","http://www.newspakistan.pk/2017/11/06/teenager-charged-molesting-murdering-two-young-boys-faisalabad-seminary/"
"69","152","","11","","CHN","2017","5a002611de792326d14ad32f_4","---BUS","20171106","BUS","35","","People’s Republic of China ",4,"wn_asia","15","","06","---BUS",-7.2,"BUS","105","https://article.wn.com/view/2017/11/06/SC_Continues_to_Lead_Digital_Innovation_in_Malaysia_s_Capita/"
"70","152","","11","","CHN","2017","5a002612de792326d74ad339_4","---BUS","20171106","BUS","35","","People’s Republic of China ",4,"wn_politics","15","","06","---BUS",-7.2,"BUS","105","https://article.wn.com/view/2017/11/06/SC_Continues_to_Lead_Digital_Innovation_in_Malaysia_s_Capita/"
"71","150","IRQ","11","JPN","IRQ","2017","5a0046ccde792360cf4ad34b_6","IRQLEG","20171106","","36.22675","LEG","Kurdistan Muḩāfaz̧at as Sulaymānīyah",4,"wn_africa","15","PPL","06","JPNPPL",-7.2,"","44.76106","https://article.wn.com/view/2017/11/06/BurundiPresident_Nkurunziza_Could_Run_for_Other_Terms_in_Off/"
"72","150","SOM","11","SOM","","2017","5a0054adde79237a614ad324_4","SOMGOV","20171106","GOV","",""," ",4,"allafrica_somalia","15","GOV","06","SOMREBGOV",-7.2,"REB","","http://allafrica.com/stories/201711060633.html"
"73","150","","11","","NGA","2017","5a00a993de792311bf4ad350_1","---CVL","20171106","CVL","7.5",""," Osun State",4,"wn_europe","15","CVL","06","---EDUCVL",-7.2,"EDU","4.5","https://article.wn.com/view/2017/11/06/Osun_CSDP_Charges_Education_Officers_On_Schools_Rehabilitati/"
"74","150","","11","","NGA","2017","5a00a993de792311b34ad348_1","---CVL","20171106","CVL","7.5",""," Osun State",4,"wn_africa","15","CVL","06","---EDUCVL",-7.2,"EDU","4.5","https://article.wn.com/view/2017/11/06/Osun_CSDP_Charges_Education_Officers_On_Schools_Rehabilitati/"
"75","150","","11","","","2017","5a00ce90de7923543c4ad32a_2","---GOV","20171106","GOV","",""," ",4,"kenya_nation","15","","06","---GOV",-7.2,"GOV","","http://www.nation.co.ke/news/Matiang-i-vows-tighter-screening-against-mischief-in-KCSE/1056-4175904-keh9pa/index.html"
"76","154","MAR","11","DZA","","2017","5a012c53de79237b8e4ad325_6","MARMIL","20171107","MIL","",""," ",4,"wn_mideast","15","","07","DZA",-7.2,"","","https://article.wn.com/view/2017/11/07/Morocco_debates_a_law_to_protect_women_in_public_spaces_pass/"
"77","150","FRA","11","","","2017","5a012c80de79237b8e4ad347_2","FRAREBGOV","20171107","REB","","GOV"," ",4,"wn_mideast","15","","07","---CVL",-7.2,"CVL","","https://article.wn.com/view/2017/11/07/Position_paper_on_raperelated_issues_published_by_Womens_rig/"
"78","154","KOR","11","KOR","KOR","2017","5a0143d3de7923264c4ad334_2","KOR","20171107","","37.566","","Seoul ",4,"wn_world","15","","07","KOR",-7.2,"","126.9784","https://article.wn.com/view/2017/11/07/For_South_Koreans_anxiety_over_US_alliance_as_Trump_makes_st/"
"79","154","KOR","11","KOR","PRK","2017","5a0151cbde79233f524ad324_1","KORGOV","20171107","GOV","39.03385","","Pyongyang Pyongyang",4,"reuters","15","","07","KOR",-7.2,"","125.75432","http://feeds.reuters.com/~r/Reuters/worldNews/~3/XwZbmYQfdzY/trump-at-north-koreas-doorstep-says-solution-must-be-found-to-nuclear-standoff-idUSKBN1D61YG"
"80","154","","11","KOR","PRK","2017","5a015fe8de7923580c4ad329_1","---GOV","20171107","GOV","39.03385","","Pyongyang Pyongyang",4,"cyprus_mail","15","","07","KOR",-7.2,"","125.75432","http://cyprus-mail.com/2017/11/07/trump-says-solution-must-found-nuclear-standoff/"
"81","154","","11","KOR","PRK","2017","5a0164a4de792360964ad335_1","---GOV","20171107","GOV","39.03385","","Pyongyang Pyongyang",4,"wn_world","15","","07","KOR",-7.2,"","125.75432","https://article.wn.com/view/2017/11/07/Trump_says_solution_with_NKorea_must_be_found/"
"82","154","","11","KOR","HKG","2017","5a0164a4de792360964ad335_6","MED","20171107","","22.27832","","Hong Kong Central and Western District",4,"wn_world","15","","07","KOR",-7.2,"","114.17469","https://article.wn.com/view/2017/11/07/Trump_says_solution_with_NKorea_must_be_found/"
"83","154","KOR","11","KOR","PRK","2017","5a0164b3de792360964ad340_1","KORGOV","20171107","GOV","39.03385","","Pyongyang Pyongyang",4,"wn_world","15","","07","KOR",-7.2,"","125.75432","https://article.wn.com/view/2017/11/07/Trump_at_North_Koreas_doorstep_says_solution_must_be_found_t_6/"
"84","150","","11","USA","KOR","2017","5a017c00de79230afc4ad325_1","---OPP","20171107","OPP","37.566","","Seoul Seoul",4,"wn_world","15","","07","USAGOV",-7.2,"GOV","126.9784","https://article.wn.com/view/2017/11/07/South_Korean_police_on_alert_over_Trump_protests_aa/"
"85","150","","11","USA","KOR","2017","5a0180bbde792313224ad332_1","---OPP","20171107","OPP","37.566","","Seoul Seoul",4,"wn_world","15","","07","USAGOV",-7.2,"GOV","126.9784","https://article.wn.com/view/2017/11/07/South_Korean_police_on_alert_over_Trump_protests_8n/"
"86","150","","11","USA","KOR","2017","5a018572de79231b4f4ad336_1","---OPP","20171107","OPP","37.566","","Seoul Seoul",4,"wn_world","15","","07","USAGOV",-7.2,"GOV","126.9784","https://article.wn.com/view/2017/11/07/South_Korean_police_on_alert_over_Trump_protests_x/"
"87","150","","11","USA","KOR","2017","5a01856cde79231b474ad32e_1","---OPP","20171107","OPP","37.566","","Seoul Seoul",4,"wn_politics","15","","07","USAGOV",-7.2,"GOV","126.9784","https://article.wn.com/view/2017/11/07/South_Korean_police_on_alert_over_Trump_protests_f0/"
"88","150","","11","USA","KOR","2017","5a018a49de792323f74ad342_1","---OPP","20171107","OPP","37.566","","Seoul Seoul",4,"wn_world","15","","07","USAGOV",-7.2,"GOV","126.9784","https://article.wn.com/view/2017/11/07/South_Korean_police_on_alert_over_Trump_protests_tn/"
"89","150","","11","USA","KOR","2017","5a018ee0de79232c6e4ad343_1","---OPP","20171107","OPP","37.566","","Seoul Seoul",4,"wn_world","15","","07","USAGOV",-7.2,"GOV","126.9784","https://article.wn.com/view/2017/11/07/South_Korean_police_on_alert_over_Trump_protests_k2/"
"90","150","","11","USA","USA","2017","5a019ce4de792345624ad337_2","---OPP","20171107","OPP","39.76","","United States ",4,"phil_inquirer","15","","07","USAGOV",-7.2,"GOV","-98.5","http://newsinfo.inquirer.net/943730/south-korea-protests-support-for-donald-trump"
"91","154","IGO","11","USA","BEL","2017","5a01bdaede79237fae4ad334_1","IGOWSTNAT","20171107","","50.85045","WST;NAT","Brussels Bruxelles-Capitale",4,"sfgate_national","15","","07","USA",-7.2,"","4.34878","http://www.sfgate.com/news/world/article/NATO-aims-to-send-3-000-more-troops-to-Afghanistan-12337750.php"
"92","154","BEL","11","AFG","USA","2017","5a01bdb6de79237fb24ad337_1","BEL","20171107","","44.73611","","Brussels Wisconsin",4,"minnstartrib_world","15","","07","AFG",-7.2,"","-87.62093","http://www.startribune.com/world/455827353.html"
"93","154","IGO","11","AFG","USA","2017","5a01c24dde7923091a4ad324_1","IGOWSTNAT","20171107","","39.76","WST;NAT","United States ",4,"wn_asia","15","","07","AFG",-7.2,"","-98.5","https://article.wn.com/view/2017/11/07/NATO_aims_to_send_3000_more_troops_to_Afghanistan_l/"
